user_id,genres,year_review_posted,playtime_forever
iamthekingofbrowntown,Adventure,2015.0,917.0
iamthekingofbrowntown,Indie,2015.0,917.0
iamthekingofbrowntown,Rpg,2015.0,917.0
iamthekingofbrowntown,Simulation,2015.0,917.0
yookobz,Action,2013.0,353.0
yookobz,Indie,2013.0,353.0
yookobz,Rpg,2015.0,3899.0
Posiblydead,Action,2012.0,1146.0
Posiblydead,Adventure,2012.0,1146.0
Posiblydead,Casual,2014.0,483.0
Posiblydead,Indie,2014.0,483.0
Posiblydead,Simulation,2014.0,483.0
Posiblydead,Strategy,2014.0,483.0
Posiblydead,Action,2014.0,335.0
76561198102421718,Action,2015.0,117.0
76561198102421718,Casual,2015.0,117.0
76561198102421718,Indie,2015.0,117.0
76561198102421718,Strategy,2015.0,117.0
76561198102421718,Action,2015.0,1156.0
76561198102421718,Indie,2015.0,1156.0
76561198056741844,Action,2014.0,37986.0
sad-commie,Action,2014.0,324.0
sad-commie,Free To Play,2014.0,324.0
sad-commie,Massively Multiplayer,2014.0,324.0
sad-commie,Simulation,2014.0,324.0
sad-commie,Adventure,2014.0,1272.0
sad-commie,Indie,2014.0,1272.0
sad-commie,Rpg,2014.0,1272.0
sad-commie,Simulation,2014.0,1272.0
76561198030567998,Action,2015.0,1884.0
76561198030567998,Action,2014.0,2748.0
76561198030567998,Action,2015.0,12749.0
76561198030567998,Indie,2014.0,22.0
76561198030567998,Action,2015.0,2092.0
76561198030567998,Adventure,2015.0,2092.0
Coldaniel,Action,2015.0,7635.0
Coldaniel,Massively Multiplayer,2015.0,7635.0
Coldaniel,Simulation,2015.0,7635.0
therealmorty,Indie,2015.0,365.0
therealmorty,Simulation,2015.0,365.0
therealmorty,Strategy,2015.0,365.0
therealmorty,Sin Genero Especificado,2015.0,1.0
Berserklejerker,Indie,2015.0,1643.0
Berserklejerker,Rpg,2015.0,1643.0
76561198061730629,Action,2014.0,6287.0
76561198060447950,Strategy,2015.0,2190.0
whiteofwolfing,Action,2015.0,94334.0
Nozomikat,Action,2013.0,227.0
Nozomikat,Indie,2013.0,227.0
Nozomikat,Strategy,2013.0,227.0
Nozomikat,Action,2014.0,151.0
Nozomikat,Casual,2014.0,151.0
Nozomikat,Indie,2014.0,151.0
Nozomikat,Adventure,2015.0,966.0
Nozomikat,Rpg,2015.0,966.0
Nozomikat,Action,2014.0,2764.0
Nozomikat,Adventure,2014.0,2764.0
Nozomikat,Rpg,2014.0,2764.0
Nozomikat,Adventure,2015.0,42.0
Nozomikat,Casual,2015.0,42.0
Nozomikat,Free To Play,2015.0,42.0
Nozomikat,Indie,2015.0,42.0
Nozomikat,Simulation,2015.0,42.0
xfluttersx,Racing,2013.0,639.0
xfluttersx,Action,2012.0,2982.0
xfluttersx,Adventure,2012.0,2982.0
xfluttersx,Indie,2012.0,2982.0
xfluttersx,Rpg,2012.0,2982.0
xfluttersx,Action,2015.0,388.0
xfluttersx,Free To Play,2015.0,388.0
xfluttersx,Indie,2015.0,388.0
xfluttersx,Rpg,2015.0,388.0
76561198056290589,Action,2014.0,55168.0
ii_voltage_ii,Action,2014.0,15.0
ii_voltage_ii,Adventure,2014.0,15.0
ii_voltage_ii,Free To Play,2014.0,15.0
ii_voltage_ii,Simulation,2014.0,15.0
ii_voltage_ii,Sports,2014.0,15.0
ii_voltage_ii,Action,2015.0,1024.0
ii_voltage_ii,Free To Play,2015.0,1024.0
ii_voltage_ii,Rpg,2015.0,1024.0
ii_voltage_ii,Strategy,2015.0,1024.0
Hirukaz,Action,2013.0,4397.0
StelerForYou,Action,2015.0,172753.0
StelerForYou,Action,2013.0,6071.0
StelerForYou,Adventure,2013.0,6071.0
StelerForYou,Casual,2013.0,6071.0
StelerForYou,Indie,2013.0,6071.0
StelerForYou,Rpg,2013.0,6071.0
Xx-Woods,Action,2015.0,1253.0
Xx-Woods,Free To Play,2015.0,1253.0
Xx-Woods,Indie,2015.0,1253.0
Xx-Woods,Action,2014.0,326.0
Xx-Woods,Free To Play,2014.0,971.0
Xx-Woods,Massively Multiplayer,2014.0,971.0
Xx-Woods,Rpg,2014.0,971.0
Xx-Woods,Action,2014.0,795.0
Xx-Woods,Free To Play,2014.0,795.0
Xx-Woods,Indie,2014.0,795.0
Xx-Woods,Massively Multiplayer,2014.0,795.0
kevinator23,Action,2015.0,1702.0
kevinator23,Action,2015.0,21527.0
kevinator23,Action,2014.0,3678.0
kevinator23,Adventure,2014.0,3678.0
kevinator23,Action,2014.0,419.0
kevinator23,Indie,2014.0,419.0
kevinator23,Simulation,2014.0,419.0
kevinator23,Adventure,2015.0,705.0
76561198090715178,Indie,2014.0,9098.0
76561198090715178,Simulation,2014.0,9098.0
76561198090715178,Action,2014.0,2503.0
76561198090715178,Adventure,2014.0,2503.0
76561198090715178,Casual,2014.0,2503.0
76561198090715178,Free To Play,2014.0,2503.0
76561198090715178,Indie,2014.0,2503.0
76561198073784601,Action,2015.0,45855.0
76561198073784601,Indie,2015.0,45855.0
76561198073784601,Massively Multiplayer,2015.0,45855.0
76561198073784601,Early Access,2015.0,45855.0
mimimomoma,Action,2015.0,119850.0
de_Butl3r,Action,2014.0,15802.0
de_Butl3r,Free To Play,2014.0,15802.0
Bluezap1,Action,2015.0,48969.0
Bluezap1,Action,2015.0,589.0
Bluezap1,Adventure,2015.0,589.0
Bluezap1,Indie,2015.0,589.0
Bluezap1,Early Access,2015.0,589.0
Bluezap1,Sin Genero Especificado,2015.0,0.0
76561198074200011,Action,2015.0,68487.0
Lord_Exploit,Action,2015.0,45.0
Lord_Exploit,Indie,2015.0,45.0
Lord_Exploit,Action,2015.0,2491.0
Lord_Exploit,Adventure,2015.0,2491.0
AVATAR715,Indie,2014.0,84437.0
AVATAR715,Simulation,2014.0,84437.0
AVATAR715,Action,2014.0,246.0
AVATAR715,Free To Play,2014.0,246.0
AVATAR715,Indie,2014.0,246.0
AVATAR715,Strategy,2014.0,246.0
AVATAR715,Adventure,2014.0,259.0
AVATAR715,Indie,2014.0,259.0
AVATAR715,Rpg,2014.0,259.0
AVATAR715,Simulation,2014.0,259.0
AVATAR715,Casual,2015.0,100.0
AVATAR715,Free To Play,2015.0,100.0
AVATAR715,Indie,2015.0,100.0
AVATAR715,Early Access,2015.0,100.0
AVATAR715,Indie,2014.0,2127.0
AVATAR715,Massively Multiplayer,2014.0,2127.0
AVATAR715,Strategy,2014.0,2127.0
AVATAR715,Free To Play,2015.0,22.0
AVATAR715,Strategy,2015.0,22.0
A-Very-Sly-Person,Action,2015.0,76632.0
A-Very-Sly-Person,Adventure,2015.0,76632.0
A-Very-Sly-Person,Casual,2015.0,76632.0
A-Very-Sly-Person,Free To Play,2015.0,76632.0
A-Very-Sly-Person,Indie,2015.0,76632.0
76561197994493402,Action,2015.0,584.0
76561197994493402,Casual,2015.0,584.0
76561197994493402,Indie,2015.0,584.0
97396295,Action,2014.0,10078.0
97396295,Free To Play,2014.0,10078.0
97396295,Massively Multiplayer,2014.0,10078.0
97396295,Action,2014.0,1057.0
97396295,Free To Play,2014.0,1057.0
97396295,Indie,2014.0,1057.0
97396295,Massively Multiplayer,2014.0,1057.0
97396295,Rpg,2014.0,1057.0
97396295,Simulation,2014.0,1057.0
76561198126640317,Action,2015.0,91215.0
76561198126640317,Action,2015.0,460.0
76561198126640317,Free To Play,2015.0,460.0
76561198126640317,Massively Multiplayer,2015.0,460.0
76561198126640317,Action,2015.0,8584.0
76561198126640317,Indie,2015.0,8584.0
76561198126640317,Massively Multiplayer,2015.0,8584.0
76561198126640317,Early Access,2015.0,8584.0
76561198126640317,Action,2015.0,384.0
76561198126640317,Indie,2015.0,384.0
76561198126640317,Strategy,2015.0,384.0
76561198126640317,Free To Play,2015.0,211.0
76561198126640317,Strategy,2015.0,211.0
DemonicWolvz,Indie,2015.0,3990.0
DemonicWolvz,Simulation,2015.0,3990.0
DemonicWolvz,Action,2015.0,2892.0
DemonicWolvz,Action,2014.0,991.0
DemonicWolvz,Free To Play,2014.0,991.0
DemonicWolvz,Indie,2014.0,991.0
DemonicWolvz,Action,2014.0,5805.0
DemonicWolvz,Adventure,2014.0,5805.0
DemonicWolvz,Action,2013.0,4932.0
DemonicWolvz,Action,2015.0,3075.0
DieMadchenschanderin,Action,2015.0,229.0
DieMadchenschanderin,Adventure,2015.0,229.0
DieMadchenschanderin,Indie,2015.0,229.0
DieMadchenschanderin,Massively Multiplayer,2015.0,229.0
DieMadchenschanderin,Rpg,2015.0,229.0
getf0kinn0sc0pedm9,Action,2015.0,61193.0
76561198141443390,Action,2015.0,148507.0
whodafuqisthisguilao,Action,2015.0,56450.0
Magjiikal,Action,2015.0,582.0
Magjiikal,Indie,2015.0,582.0
ohnospaghet,Action,2015.0,180.0
ohnospaghet,Casual,2015.0,180.0
ohnospaghet,Indie,2015.0,180.0
ohnospaghet,Indie,2015.0,105.0
ohnospaghet,Rpg,2015.0,105.0
2768820078,Strategy,2015.0,6528.0
2768820078,Action,2015.0,11894.0
2768820078,Adventure,2015.0,11894.0
2768820078,Action,2015.0,3367.0
2768820078,Adventure,2015.0,3367.0
2768820078,Action,2015.0,1481.0
2768820078,Action,2015.0,11287.0
2768820078,Indie,2015.0,11287.0
2768820078,Simulation,2015.0,11287.0
2768820078,Strategy,2015.0,11287.0
2768820078,Early Access,2015.0,11287.0
2768820078,Action,2015.0,10101.0
2768820078,Rpg,2015.0,25220.0
2768820078,Action,2015.0,72.0
2768820078,Adventure,2015.0,72.0
2d4nk4m3,Free To Play,2014.0,7440.0
2d4nk4m3,Massively Multiplayer,2014.0,7440.0
2d4nk4m3,Strategy,2014.0,7440.0
2d4nk4m3,Action,2014.0,28.0
2d4nk4m3,Adventure,2014.0,28.0
2d4nk4m3,Casual,2014.0,28.0
2d4nk4m3,Free To Play,2014.0,28.0
2d4nk4m3,Indie,2014.0,28.0
2d4nk4m3,Massively Multiplayer,2014.0,28.0
76561198095921854,Rpg,2015.0,1231.0
76561198095921854,Simulation,2015.0,1231.0
76561198095921854,Strategy,2015.0,1231.0
EizanAratoFujimaki,Action,2015.0,1395.0
TeCool,Indie,2014.0,247.0
TeCool,Simulation,2014.0,247.0
TeCool,Strategy,2014.0,247.0
TeCool,Action,2015.0,1125.0
TeCool,Free To Play,2015.0,1125.0
TeCool,Rpg,2015.0,1125.0
TeCool,Strategy,2015.0,1125.0
2xDelorean,Indie,2013.0,1112.0
2xDelorean,Simulation,2013.0,1112.0
2xDelorean,Strategy,2013.0,1112.0
2xDelorean,Action,2013.0,1983.0
2xDelorean,Free To Play,2013.0,1983.0
2xDelorean,Indie,2013.0,1983.0
2xDelorean,Massively Multiplayer,2013.0,1983.0
2xDelorean,Rpg,2013.0,1983.0
washington_,Adventure,2015.0,18.0
washington_,Casual,2015.0,18.0
washington_,Free To Play,2015.0,18.0
washington_,Indie,2015.0,18.0
washington_,Simulation,2015.0,18.0
76561198088944293,Action,2014.0,4146.0
76561198088944293,Adventure,2014.0,4146.0
76561198088944293,Casual,2014.0,4146.0
76561198088944293,Free To Play,2014.0,4146.0
76561198088944293,Indie,2014.0,4146.0
76561198051258119,Action,2015.0,22534.0
nubquake123,Adventure,2014.0,4884.0
nubquake123,Rpg,2014.0,4884.0
Pyromanic,Action,2013.0,94.0
Pyromanic,Indie,2013.0,276.0
Pyromanic,Simulation,2013.0,276.0
Pyromanic,Casual,2013.0,200.0
Pyromanic,Sports,2013.0,200.0
CobRazor,Action,2015.0,3621.0
CobRazor,Adventure,2015.0,3621.0
CobRazor,Indie,2015.0,3621.0
CobRazor,Massively Multiplayer,2015.0,3621.0
CobRazor,Rpg,2015.0,3621.0
CobRazor,Early Access,2015.0,3621.0
relesprit,Strategy,2013.0,7250.0
WitchHunter4542,Action,2015.0,4906.0
WitchHunter4542,Adventure,2015.0,4906.0
WitchHunter4542,Casual,2015.0,4906.0
WitchHunter4542,Free To Play,2015.0,4906.0
WitchHunter4542,Massively Multiplayer,2015.0,4906.0
WitchHunter4542,Rpg,2015.0,4906.0
WitchHunter4542,Action,2014.0,1771.0
WitchHunter4542,Free To Play,2014.0,1771.0
WitchHunter4542,Indie,2014.0,1771.0
WitchHunter4542,Action,2014.0,10177.0
WitchHunter4542,Adventure,2014.0,10177.0
WitchHunter4542,Casual,2014.0,10177.0
WitchHunter4542,Free To Play,2014.0,10177.0
WitchHunter4542,Indie,2014.0,10177.0
pwrt,Action,2015.0,142589.0
pwrt,Free To Play,2015.0,142589.0
76561198031207016,Strategy,2014.0,25902.0
76561198043458582,Action,2015.0,16204.0
76561198043458582,Adventure,2015.0,16204.0
76561198043458582,Indie,2015.0,16204.0
76561198043458582,Rpg,2015.0,16204.0
76561198043458582,Action,2015.0,29825.0
76561198043458582,Simulation,2015.0,29825.0
76561198043458582,Strategy,2015.0,29825.0
76561198043458582,Strategy,2014.0,2890.0
76561198043458582,Action,2015.0,2716.0
76561198043458582,Indie,2015.0,2716.0
76561198043458582,Massively Multiplayer,2015.0,2716.0
76561198043458582,Early Access,2015.0,2716.0
76561198047630659,Action,2015.0,5335.0
76561198047630659,Free To Play,2015.0,5335.0
1337lolroflmao,Action,2013.0,1955.0
1337lolroflmao,Action,2013.0,2281.0
1337lolroflmao,Simulation,2013.0,2281.0
1337lolroflmao,Strategy,2013.0,2281.0
1337lolroflmao,Action,2013.0,905.0
1337lolroflmao,Action,2014.0,217.0
1337lolroflmao,Indie,2014.0,217.0
1337lolroflmao,Simulation,2014.0,217.0
1337lolroflmao,Adventure,2015.0,506.0
1337lolroflmao,Action,2014.0,1562.0
1337lolroflmao,Adventure,2014.0,1562.0
1337lolroflmao,Action,2015.0,11950.0
1337lolroflmao,Adventure,2015.0,11950.0
OzfurAtlas,Indie,2013.0,2714.0
OzfurAtlas,Simulation,2013.0,2714.0
OzfurAtlas,Strategy,2013.0,2714.0
76561198065593074,Action,2014.0,952.0
76561198065593074,Action,2015.0,966.0
76561198065593074,Adventure,2015.0,966.0
76561198065593074,Casual,2015.0,966.0
76561198065593074,Free To Play,2015.0,966.0
76561198065593074,Massively Multiplayer,2015.0,966.0
76561198065593074,Rpg,2015.0,966.0
76561198065593074,Action,2015.0,3472.0
76561198065593074,Adventure,2015.0,3472.0
76561198065593074,Casual,2015.0,3472.0
76561198065593074,Free To Play,2015.0,3472.0
76561198065593074,Indie,2015.0,3472.0
76561198044169764,Indie,2015.0,244352.0
76561198044169764,Simulation,2015.0,244352.0
76561198044169764,Action,2015.0,4344.0
76561198044169764,Free To Play,2015.0,4344.0
76561198044169764,Indie,2015.0,4344.0
76561198044169764,Massively Multiplayer,2015.0,4344.0
76561198044169764,Action,2015.0,84.0
76561198044169764,Free To Play,2015.0,84.0
76561198087010391,Indie,2015.0,23435.0
76561198087010391,Simulation,2015.0,23435.0
66666669999999,Action,2015.0,52.0
66666669999999,Free To Play,2015.0,52.0
66666669999999,Early Access,2015.0,52.0
76561198061174192,Indie,2014.0,8368.0
76561198061174192,Simulation,2014.0,8368.0
76561198061174192,Action,2014.0,154.0
76561198061174192,Adventure,2014.0,154.0
76561198061174192,Indie,2014.0,154.0
76561198061174192,Simulation,2014.0,154.0
76561198061174192,Early Access,2014.0,154.0
ReMiXOfficalSteam,Action,2015.0,74.0
ReMiXOfficalSteam,Adventure,2015.0,74.0
ReMiXOfficalSteam,Indie,2015.0,74.0
ReMiXOfficalSteam,Strategy,2015.0,74.0
Wilfire77,Action,2015.0,1279.0
Wilfire77,Adventure,2015.0,1279.0
Wilfire77,Simulation,2015.0,1279.0
76561198084390807,Action,2014.0,1181.0
76561198084390807,Adventure,2014.0,1181.0
76561198084390807,Indie,2014.0,1181.0
76561198084390807,Massively Multiplayer,2014.0,1181.0
76561198084390807,Rpg,2014.0,1181.0
76561198084390807,Early Access,2014.0,1181.0
Mastic,Action,2014.0,6642.0
Mastic,Action,2014.0,3044.0
Mastic,Adventure,2014.0,3044.0
Mastic,Action,2015.0,133.0
Mastic,Adventure,2015.0,133.0
Mastic,Casual,2015.0,133.0
Mastic,Free To Play,2015.0,133.0
Mastic,Massively Multiplayer,2015.0,133.0
Mastic,Rpg,2015.0,133.0
76561198028286104,Action,2013.0,10169.0
tarjla,Indie,2013.0,80364.0
tarjla,Simulation,2013.0,80364.0
tarjla,Action,2013.0,15281.0
tarjla,Adventure,2013.0,15281.0
tarjla,Indie,2013.0,15281.0
tarjla,Rpg,2013.0,15281.0
tarjla,Action,2014.0,23614.0
tarjla,Action,2014.0,76144.0
tarjla,Adventure,2014.0,76144.0
tarjla,Indie,2014.0,76144.0
tarjla,Massively Multiplayer,2014.0,76144.0
tarjla,Rpg,2014.0,76144.0
tarjla,Early Access,2014.0,76144.0
tarjla,Action,2013.0,4639.0
tarjla,Adventure,2013.0,4639.0
tarjla,Casual,2013.0,4639.0
tarjla,Indie,2013.0,4639.0
tarjla,Rpg,2013.0,4639.0
tarjla,Action,2014.0,11492.0
tarjla,Adventure,2014.0,11492.0
tarjla,Casual,2014.0,11492.0
tarjla,Free To Play,2014.0,11492.0
tarjla,Indie,2014.0,11492.0
tarjla,Action,2015.0,110.0
tarjla,Indie,2015.0,110.0
deathnz1,Casual,2014.0,207.0
deathnz1,Simulation,2014.0,207.0
deathnz1,Sports,2014.0,207.0
76561198104393251,Action,2015.0,5012.0
76561198104393251,Adventure,2015.0,5012.0
76561198104393251,Casual,2015.0,5012.0
76561198104393251,Free To Play,2015.0,5012.0
76561198104393251,Indie,2015.0,5012.0
redsncrimson,Action,2013.0,16387.0
redsncrimson,Rpg,2013.0,16387.0
redsncrimson,Action,2013.0,2703.0
redsncrimson,Adventure,2013.0,2703.0
redsncrimson,Indie,2013.0,2703.0
redsncrimson,Action,2013.0,8148.0
redsncrimson,Adventure,2013.0,8148.0
redsncrimson,Casual,2013.0,8148.0
redsncrimson,Indie,2013.0,8148.0
redsncrimson,Rpg,2013.0,8148.0
redsncrimson,Animation Modeling,2014.0,2318.0
redsncrimson,Video Production,2014.0,2318.0
H1DD3NT3RR0R,Action,2014.0,11941.0
H1DD3NT3RR0R,Action,2014.0,34076.0
H1DD3NT3RR0R,Adventure,2014.0,34076.0
H1DD3NT3RR0R,Indie,2014.0,34076.0
H1DD3NT3RR0R,Rpg,2014.0,34076.0
H1DD3NT3RR0R,Action,2014.0,28611.0
H1DD3NT3RR0R,Action,2013.0,16352.0
H1DD3NT3RR0R,Free To Play,2013.0,16352.0
H1DD3NT3RR0R,Indie,2013.0,16352.0
H1DD3NT3RR0R,Strategy,2013.0,16352.0
76561198071214618,Action,2015.0,1085.0
76561198071214618,Adventure,2015.0,1085.0
76561198071214618,Indie,2015.0,1085.0
76561198071214618,Rpg,2015.0,1085.0
t8s,Action,2015.0,42273.0
t8s,Casual,2015.0,5.0
t8s,Free To Play,2015.0,5.0
pikawuu2,Indie,2013.0,5794.0
Sammeh00,Action,2014.0,20972.0
Sammeh00,Free To Play,2014.0,20972.0
Sammeh00,Indie,2014.0,20972.0
Sammeh00,Massively Multiplayer,2014.0,20972.0
Sammeh00,Rpg,2014.0,20972.0
Sammeh00,Simulation,2014.0,20972.0
Michaelele,Action,2014.0,3192.0
Michaelele,Action,2014.0,115670.0
Michaelele,Action,2014.0,86.0
Michaelele,Simulation,2014.0,86.0
Michaelele,Strategy,2014.0,86.0
Michaelele,Action,2014.0,1297.0
Michaelele,Adventure,2014.0,1297.0
Michaelele,Casual,2014.0,1297.0
Michaelele,Free To Play,2014.0,1297.0
Michaelele,Indie,2014.0,1297.0
76561198045754869,Adventure,2015.0,2892.0
76561198045754869,Indie,2015.0,2892.0
76561198045754869,Rpg,2015.0,2892.0
76561198076098774,Adventure,2015.0,27931.0
76561198076098774,Free To Play,2015.0,27931.0
76561198076098774,Massively Multiplayer,2015.0,27931.0
76561198076098774,Rpg,2015.0,27931.0
76561198076098774,Strategy,2015.0,27931.0
76561198048417105,Action,2015.0,21181.0
76561198048417105,Adventure,2015.0,21181.0
76561198048417105,Action,2015.0,67443.0
76561198090842891,Action,2015.0,6531.0
76561198090842891,Adventure,2015.0,6531.0
76561198145436942,Action,2014.0,67256.0
76561198145436942,Indie,2014.0,67256.0
76561198145436942,Massively Multiplayer,2014.0,67256.0
76561198145436942,Early Access,2014.0,67256.0
